cso15,cso18,CSOspills,Riverflow,Time
0.0,0.0,0.0,0.0,2003-01-03 12:00:00
0.0,0.0,0.0,0.0,2003-01-03 12:15:00
0.0,0.0,0.0,0.0,2003-01-03 13:15:00
0.0,0.0,0.0,0.0,2003-01-03 14:15:00
0.0,0.0,0.0,0.0,2003-01-03 15:15:00
0.0,0.0,0.0,0.0,2003-01-03 16:15:00
0.0,0.0,0.0,0.0,2003-01-03 17:15:00
0.0,0.0,0.0,0.0,2003-01-03 18:15:00
0.0,0.0,0.0,0.0,2003-01-03 19:15:00
0.0,0.0,0.0,0.0,2003-01-03 20:15:00
0.0,0.0,0.0,0.0,2003-01-03 21:15:00
0.0,0.0,0.0,0.0,2003-01-03 22:15:00
0.0,0.0,0.0,0.0,2003-01-03 23:15:00
0.0,0.0,0.0,0.0,2003-01-04 00:15:00
0.0,0.0,0.0,0.0,2003-01-04 01:15:00
0.0,0.0,0.0,0.0,2003-01-04 02:15:00
0.0,0.0,0.0,0.0,2003-01-05 13:00:00
0.0,0.0,0.0,0.0,2003-01-05 14:00:00
0.0,0.0,0.0,0.0,2003-01-05 15:00:00
0.0,0.0,0.0,0.0,2003-01-05 16:00:00
0.0,0.0,0.0,0.0,2003-01-05 17:00:00
0.0,0.0,0.0,0.0,2003-01-05 18:00:00
0.0,0.0,0.0,0.0,2003-01-05 19:00:00
0.0,0.0,0.0,0.0,2003-01-05 20:00:00
0.0,0.0,0.0,0.0,2003-01-05 21:00:00
0.0,0.0,0.0,0.0,2003-01-05 22:00:00
0.0,0.0,0.0,0.0,2003-01-05 23:00:00
0.0,0.0,0.0,0.0,2003-01-06 00:00:00
0.0,0.0,0.0,0.0,2003-01-06 01:00:00
0.0,0.0,0.0,0.0,2003-01-06 02:00:00
0.0,0.0,0.0,0.0,2003-01-06 12:30:00
0.0,0.0,0.0,0.0,2003-01-06 13:30:00
0.0,0.0,0.0,0.0,2003-01-06 14:30:00
0.0,0.0,0.0,0.0,2003-01-06 15:30:00
0.0,0.0,0.0,0.0,2003-01-06 16:30:00
0.0,0.0,0.0,0.0,2003-01-06 17:30:00
0.0,0.0,0.0,0.0,2003-01-06 18:30:00
0.0,0.0,0.0,0.0,2003-01-06 19:30:00
0.0,0.0,0.0,0.0,2003-01-06 20:30:00
0.0,0.0,0.0,0.0,2003-01-06 21:30:00
0.0,0.0,0.0,0.0,2003-01-06 22:30:00
0.0,0.0,0.0,0.0,2003-01-06 23:30:00
0.0,0.0,0.0,0.0,2003-01-07 00:30:00
0.0,0.0,0.0,0.0,2003-01-08 05:15:00
0.0,0.0,0.0,0.0,2003-01-08 06:15:00
0.0,0.0,0.0,0.0,2003-01-08 07:15:00
0.0,0.0,0.0,0.0,2003-01-08 08:15:00
0.0,0.3,0.3,1.34956,2003-01-08 09:15:00
0.0,0.0,0.0,0.0,2003-01-08 10:15:00
0.0,0.0,0.0,0.0,2003-01-08 11:15:00
0.0,0.0,0.0,0.0,2003-01-08 12:15:00
0.0,0.0,0.0,0.0,2003-01-08 13:15:00
0.0,0.0,0.0,0.0,2003-01-08 14:15:00
0.0,0.0,0.0,0.0,2003-01-08 15:15:00
0.0,0.0,0.0,0.0,2003-01-08 16:15:00
0.0,0.0,0.0,0.0,2003-01-08 17:15:00
0.0,0.0,0.0,0.0,2003-01-08 18:15:00
0.0,0.0,0.0,0.0,2003-01-08 19:15:00
0.0,0.0,0.0,0.0,2003-01-08 20:15:00
0.0,0.0,0.0,0.0,2003-01-08 21:15:00
2.7834,6.732,9.5154,2.9413240000000003,2003-01-08 22:15:00
21.6945,7.9914,29.6859,2.9391,2003-01-08 23:15:00
0.0,0.0,0.0,0.0,2003-01-09 00:15:00
0.0,0.0,0.0,0.0,2003-01-09 01:15:00
0.0,0.0,0.0,0.0,2003-01-09 02:15:00
0.0,0.0,0.0,0.0,2003-01-09 03:15:00
0.0,0.0,0.0,0.0,2003-01-09 04:15:00
0.0,0.0,0.0,0.0,2003-01-09 05:15:00
0.0,0.0,0.0,0.0,2003-01-09 06:15:00
0.0,0.0,0.0,0.0,2003-01-09 07:15:00
0.0,0.0,0.0,0.0,2003-01-09 08:15:00
0.0,0.0,0.0,0.0,2003-01-09 09:15:00
0.0,0.0,0.0,0.0,2003-01-09 10:15:00
0.0,0.0,0.0,0.0,2003-01-09 11:15:00
0.0,0.0,0.0,0.0,2003-01-09 12:15:00
0.0,0.0,0.0,0.0,2003-01-09 13:15:00
0.0,0.0,0.0,0.0,2003-01-09 14:15:00
0.0,0.0,0.0,0.0,2003-01-09 15:15:00
0.0,0.0,0.0,0.0,2003-01-09 16:15:00
0.0,0.0,0.0,0.0,2003-01-09 17:15:00
0.0,0.0,0.0,0.0,2003-01-09 18:15:00
0.0,0.0,0.0,0.0,2003-01-09 19:15:00
0.0,0.0,0.0,0.0,2003-01-09 20:15:00
0.0,0.0,0.0,0.0,2003-01-09 21:15:00
0.0,0.0,0.0,0.0,2003-01-09 22:15:00
0.0,0.0,0.0,0.0,2003-01-09 23:15:00
0.0,0.0,0.0,0.0,2003-01-10 00:15:00
0.0,0.0,0.0,0.0,2003-01-10 01:15:00
0.0,0.0,0.0,0.0,2003-01-10 02:15:00
0.0,0.0,0.0,0.0,2003-01-10 03:15:00
0.0,0.0,0.0,0.0,2003-01-10 04:15:00
0.0,0.0,0.0,0.0,2003-01-10 05:15:00
0.0,0.0,0.0,0.0,2003-01-10 06:15:00
0.0,0.0,0.0,0.0,2003-01-10 07:15:00
0.0,0.0,0.0,0.0,2003-01-10 08:15:00
0.0,0.0,0.0,0.0,2003-01-10 09:15:00
0.0,0.0,0.0,0.0,2003-01-10 10:15:00
0.0,0.0,0.0,0.0,2003-01-10 11:15:00
0.0,0.0,0.0,0.0,2003-01-11 13:30:00
0.0,0.0,0.0,0.0,2003-01-11 14:30:00
0.0,0.0,0.0,0.0,2003-01-11 15:30:00
0.0,0.0,0.0,0.0,2003-01-11 16:30:00
0.0,0.0,0.0,0.0,2003-01-11 17:30:00
0.0,0.0,0.0,0.0,2003-01-11 18:30:00
0.0,0.0,0.0,0.0,2003-01-11 19:30:00
0.0,0.0,0.0,0.0,2003-01-11 20:30:00
0.0,0.0,0.0,0.0,2003-01-11 21:30:00
0.0,0.0,0.0,0.0,2003-01-11 22:30:00
0.0,0.0,0.0,0.0,2003-01-11 23:30:00
0.0,0.0,0.0,0.0,2003-01-12 00:30:00
0.0,0.0,0.0,0.0,2003-01-12 01:30:00
0.0,0.0,0.0,0.0,2003-01-12 02:30:00
0.0,0.0,0.0,0.0,2003-01-12 03:30:00
0.0,0.0,0.0,0.0,2003-01-12 04:30:00
0.0,0.0,0.0,0.0,2003-01-12 05:30:00
0.0,0.0,0.0,0.0,2003-01-12 06:30:00
0.0,0.0,0.0,0.0,2003-01-12 07:30:00
0.0,0.0,0.0,0.0,2003-01-12 08:30:00
0.0,0.0,0.0,0.0,2003-01-12 09:30:00
0.0,0.0,0.0,0.0,2003-01-12 10:30:00
0.0,0.0,0.0,0.0,2003-01-12 11:30:00
0.0,0.0,0.0,0.0,2003-01-12 12:30:00
0.0,0.0,0.0,0.0,2003-01-12 13:30:00
0.0,0.0,0.0,0.0,2003-01-12 14:30:00
0.0,0.0,0.0,0.0,2003-01-12 15:30:00
0.0,0.0,0.0,0.0,2003-01-12 16:30:00
0.0,0.0,0.0,0.0,2003-01-12 17:30:00
0.0,0.0,0.0,0.0,2003-01-12 18:30:00
0.0,0.0,0.0,0.0,2003-01-12 19:30:00
0.0,0.0,0.0,0.0,2003-01-12 20:30:00
0.0,0.0,0.0,0.0,2003-01-12 21:30:00
0.0,0.0,0.0,0.0,2003-01-12 22:30:00
0.0,0.0,0.0,0.0,2003-01-12 23:30:00
0.0,0.0,0.0,0.0,2003-01-13 15:45:00
0.0,0.0,0.0,0.0,2003-01-13 16:45:00
0.0,0.0,0.0,0.0,2003-01-13 17:45:00
0.0,0.0,0.0,0.0,2003-01-13 18:45:00
0.0,0.0,0.0,0.0,2003-01-13 19:45:00
0.0,0.0,0.0,0.0,2003-01-13 20:45:00
0.0,0.0,0.0,0.0,2003-01-13 21:45:00
0.0,0.0,0.0,0.0,2003-01-13 22:45:00
0.0,0.0,0.0,0.0,2003-01-13 23:45:00
0.0,0.0,0.0,0.0,2003-01-14 00:45:00
0.0,0.0,0.0,0.0,2003-01-14 01:45:00
0.0,0.0,0.0,0.0,2003-01-14 02:45:00
0.0,0.0,0.0,0.0,2003-01-14 03:45:00
0.0,0.0,0.0,0.0,2003-01-14 04:45:00
0.0,0.0,0.0,0.0,2003-01-14 05:45:00
0.0,0.0,0.0,0.0,2003-01-14 06:45:00
0.0,0.0,0.0,0.0,2003-01-14 07:45:00
0.0,0.0,0.0,0.0,2003-01-14 08:45:00
0.0,0.0,0.0,0.0,2003-01-14 09:45:00
0.0,0.0,0.0,0.0,2003-01-14 10:45:00
0.0,0.0,0.0,0.0,2003-01-14 11:45:00
0.0,0.0,0.0,0.0,2003-01-14 12:45:00
0.0,0.0,0.0,0.0,2003-01-14 13:45:00
0.0,0.0,0.0,0.0,2003-01-14 14:45:00
0.0,0.0,0.0,0.0,2003-01-14 15:45:00
0.0,0.0,0.0,0.0,2003-01-14 16:45:00
0.0,0.0,0.0,0.0,2003-01-14 17:45:00
0.0,0.0,0.0,0.0,2003-01-14 18:30:00
0.0,0.0,0.0,0.0,2003-01-14 19:30:00
0.0,0.0,0.0,0.0,2003-01-14 20:30:00
0.0,0.0,0.0,0.0,2003-01-14 21:30:00
0.0,0.0,0.0,0.0,2003-01-14 22:30:00
0.0,0.0,0.0,0.0,2003-01-14 23:30:00
0.0,0.0,0.0,0.0,2003-01-15 00:30:00
0.0,0.0,0.0,0.0,2003-01-15 01:30:00
0.0,0.0,0.0,0.0,2003-01-15 02:30:00
0.0,0.0,0.0,0.0,2003-01-15 03:30:00
0.0,0.0,0.0,0.0,2003-01-15 04:30:00
0.0,0.0,0.0,0.0,2003-01-15 05:30:00
0.0,0.0,0.0,0.0,2003-01-15 06:30:00
0.0,0.0,0.0,0.0,2003-01-15 07:30:00
0.0,0.0,0.0,0.0,2003-01-15 08:30:00
0.0,0.0,0.0,0.0,2003-01-15 09:30:00
0.0,0.0,0.0,0.0,2003-01-15 10:30:00
0.0,0.0,0.0,0.0,2003-01-15 11:30:00
0.0,0.0,0.0,0.0,2003-01-15 12:30:00
0.0,0.0,0.0,0.0,2003-01-15 13:30:00
0.0,0.0,0.0,0.0,2003-01-15 14:30:00
207.95565,123.8763,331.83195,1.499941,2003-01-15 15:30:00
61.20255,1.5996,62.80215,1.9124740000000002,2003-01-15 16:30:00
0.0,0.0,0.0,0.0,2003-01-15 17:30:00
0.0,0.0,0.0,0.0,2003-01-15 18:30:00
0.0,0.0,0.0,0.0,2003-01-15 19:30:00
0.0,0.0,0.0,0.0,2003-01-15 20:30:00
0.0,0.0,0.0,0.0,2003-01-15 21:30:00
0.0,0.0,0.0,0.0,2003-01-15 22:30:00
0.0,0.0,0.0,0.0,2003-01-15 23:30:00
0.0,0.0,0.0,0.0,2003-01-16 00:30:00
0.0,0.0,0.0,0.0,2003-01-16 01:30:00
0.0,0.0,0.0,0.0,2003-01-16 02:30:00
0.0,0.0,0.0,0.0,2003-01-16 03:30:00
0.0,0.0,0.0,0.0,2003-01-16 04:30:00
0.0,0.0,0.0,0.0,2003-01-16 05:30:00
0.0,0.0,0.0,0.0,2003-01-16 06:30:00
0.0,0.0,0.0,0.0,2003-01-16 07:30:00
0.0,0.0,0.0,0.0,2003-01-16 08:30:00
0.0,0.0,0.0,0.0,2003-01-16 09:30:00
0.0,0.0,0.0,0.0,2003-01-16 10:30:00
0.0,0.0,0.0,0.0,2003-01-16 11:30:00
0.0,0.0,0.0,0.0,2003-01-16 12:30:00
0.0,0.0,0.0,0.0,2003-01-16 13:30:00
0.0,0.0,0.0,0.0,2003-01-16 14:30:00
0.0,0.0,0.0,0.0,2003-01-16 15:30:00
0.0,0.0,0.0,0.0,2003-01-16 16:30:00
0.0,0.0,0.0,0.0,2003-01-16 17:30:00
0.0,0.0,0.0,0.0,2003-01-16 18:30:00
0.0,0.0,0.0,0.0,2003-01-17 00:45:00
0.0,0.0,0.0,0.0,2003-01-17 01:45:00
0.0,0.0,0.0,0.0,2003-01-17 02:45:00
0.0,0.0,0.0,0.0,2003-01-17 03:45:00
0.0,1.39695,1.39695,2.3862360000000002,2003-01-17 04:45:00
20.5683,9.36735,29.93565,2.9124380000000003,2003-01-17 05:45:00
0.0,0.0,0.0,0.0,2003-01-17 06:45:00
0.0,0.0,0.0,0.0,2003-01-17 07:45:00
0.0,0.0,0.0,0.0,2003-01-17 08:45:00
0.0,0.0,0.0,0.0,2003-01-17 09:45:00
0.0,0.0,0.0,0.0,2003-01-17 10:45:00
0.0,0.0,0.0,0.0,2003-01-17 11:45:00
0.0,0.0,0.0,0.0,2003-01-17 12:45:00
0.0,0.0,0.0,0.0,2003-01-17 13:45:00
0.0,0.0,0.0,0.0,2003-01-17 14:45:00
0.0,0.0,0.0,0.0,2003-01-17 15:45:00
0.0,0.0,0.0,0.0,2003-01-17 16:45:00
0.0,0.0,0.0,0.0,2003-01-17 17:45:00
0.0,0.0,0.0,0.0,2003-01-17 18:45:00
0.0,0.0,0.0,0.0,2003-01-17 19:45:00
0.0,0.0,0.0,0.0,2003-01-17 20:45:00
0.0,0.0,0.0,0.0,2003-01-17 21:45:00
0.0,0.0,0.0,0.0,2003-01-17 22:45:00
0.0,0.0,0.0,0.0,2003-01-17 23:45:00
0.0,0.0,0.0,0.0,2003-01-18 00:45:00
0.0,0.0,0.0,0.0,2003-01-18 01:45:00
0.0,0.0,0.0,0.0,2003-01-18 02:45:00
0.0,0.0,0.0,0.0,2003-01-18 03:45:00
0.0,0.0,0.0,0.0,2003-01-18 04:45:00
0.0,0.0,0.0,0.0,2003-01-18 05:45:00
0.0,0.0,0.0,0.0,2003-01-18 06:45:00
0.0,0.0,0.0,0.0,2003-01-18 07:45:00
0.0,0.0,0.0,0.0,2003-01-18 08:45:00
0.0,0.0,0.0,0.0,2003-01-18 09:45:00
0.0,0.0,0.0,0.0,2003-01-18 10:45:00
0.0,0.0,0.0,0.0,2003-01-18 11:45:00
0.0,0.0,0.0,0.0,2003-01-18 12:45:00
0.0,0.0,0.0,0.0,2003-01-18 13:30:00
0.0,0.0,0.0,0.0,2003-01-18 14:30:00
0.0,0.0,0.0,0.0,2003-01-18 15:30:00
0.0,0.0,0.0,0.0,2003-01-18 16:30:00
0.0,0.0,0.0,0.0,2003-01-18 17:30:00
0.0,0.0,0.0,0.0,2003-01-18 18:30:00
0.0,0.0,0.0,0.0,2003-01-18 19:30:00
0.0,0.0,0.0,0.0,2003-01-18 20:30:00
0.0,0.0,0.0,0.0,2003-01-18 21:30:00
0.0,0.0,0.0,0.0,2003-01-18 22:30:00
0.0,0.0,0.0,0.0,2003-01-18 23:30:00
0.0,0.0,0.0,0.0,2003-01-19 00:30:00
0.0,0.0,0.0,0.0,2003-01-19 01:30:00
0.0,0.0,0.0,0.0,2003-01-19 02:30:00
0.0,0.0,0.0,0.0,2003-01-19 03:30:00
0.0,0.0,0.0,0.0,2003-01-19 04:30:00
0.0,0.0,0.0,0.0,2003-01-19 05:30:00
0.0,0.0,0.0,0.0,2003-01-19 06:30:00
0.0,0.0,0.0,0.0,2003-01-19 07:30:00
0.0,0.0,0.0,0.0,2003-01-19 08:30:00
0.0,0.0,0.0,0.0,2003-01-19 09:30:00
0.0,0.0,0.0,0.0,2003-01-19 10:30:00
0.0,0.0,0.0,0.0,2003-01-19 11:30:00
0.0,0.0,0.0,0.0,2003-01-19 12:30:00
0.0,0.0,0.0,0.0,2003-01-19 13:30:00
0.0,0.0,0.0,0.0,2003-01-19 14:30:00
0.0,0.0,0.0,0.0,2003-01-19 15:30:00
0.0,0.0,0.0,0.0,2003-01-20 06:15:00
0.0,0.0,0.0,0.0,2003-01-20 07:15:00
0.0,0.0,0.0,0.0,2003-01-20 08:15:00
0.0,0.0,0.0,0.0,2003-01-20 09:15:00
0.0,0.0,0.0,0.0,2003-01-20 10:15:00
0.0,0.0,0.0,0.0,2003-01-20 11:15:00
0.0,0.0,0.0,0.0,2003-01-20 12:15:00
0.0,0.0,0.0,0.0,2003-01-20 13:15:00
0.0,0.0,0.0,0.0,2003-01-20 14:15:00
0.0,0.0,0.0,0.0,2003-01-20 15:15:00
0.0,0.0,0.0,0.0,2003-01-20 16:15:00
0.0,0.0,0.0,0.0,2003-01-20 17:15:00
0.0,0.0,0.0,0.0,2003-01-20 18:15:00
0.0,0.0,0.0,0.0,2003-01-20 19:15:00
0.0,0.0,0.0,0.0,2003-01-20 20:15:00
0.0,0.0,0.0,0.0,2003-01-20 21:15:00
0.0,0.0,0.0,0.0,2003-01-20 22:15:00
0.0,0.0,0.0,0.0,2003-01-20 23:15:00
0.0,0.0,0.0,0.0,2003-01-21 00:15:00
0.0,0.0,0.0,0.0,2003-01-21 01:15:00
0.0,0.0,0.0,0.0,2003-01-21 02:15:00
0.0,0.0,0.0,0.0,2003-01-21 03:15:00
0.0,0.0,0.0,0.0,2003-01-21 04:45:00
0.0,0.0,0.0,0.0,2003-01-21 05:45:00
0.0,0.0,0.0,0.0,2003-01-21 06:45:00
0.0,0.0,0.0,0.0,2003-01-21 07:45:00
0.0,0.0,0.0,0.0,2003-01-21 08:45:00
0.0,0.0,0.0,0.0,2003-01-21 09:45:00
0.0,0.0,0.0,0.0,2003-01-21 10:45:00
0.0,0.0,0.0,0.0,2003-01-21 11:45:00
0.0,0.0,0.0,0.0,2003-01-21 12:45:00
0.0,0.0,0.0,0.0,2003-01-21 13:45:00
0.0,0.0,0.0,0.0,2003-01-21 14:45:00
0.0,0.0,0.0,0.0,2003-01-21 15:45:00
0.0,0.0,0.0,0.0,2003-01-21 16:45:00
0.0,0.0,0.0,0.0,2003-01-21 17:45:00
0.0,0.0,0.0,0.0,2003-01-21 18:45:00
0.0,0.0,0.0,0.0,2003-01-21 19:45:00
0.0,0.0,0.0,0.0,2003-01-21 20:45:00
0.0,0.0,0.0,0.0,2003-01-21 21:45:00
0.0,0.0,0.0,0.0,2003-01-21 22:45:00
0.0,0.0,0.0,0.0,2003-01-21 23:45:00
0.0,0.0,0.0,0.0,2003-01-22 00:45:00
0.0,0.0,0.0,0.0,2003-01-22 01:45:00
0.0,0.0,0.0,0.0,2003-01-22 02:45:00
0.0,0.0,0.0,0.0,2003-01-22 03:45:00
0.0,0.0,0.0,0.0,2003-01-22 04:45:00
0.0,0.0,0.0,0.0,2003-01-22 05:45:00
0.0,0.0,0.0,0.0,2003-01-22 06:45:00
0.0,0.0,0.0,0.0,2003-01-22 07:45:00
0.0,0.0,0.0,0.0,2003-01-22 08:45:00
42.8232,43.0902,85.9134,1.440232,2003-01-22 09:45:00
170.38275,147.60315,317.9859,1.581158,2003-01-22 10:45:00
185.65065,137.07705,322.7277,1.847474,2003-01-22 11:45:00
66.9897,49.53435,116.52405,2.1195,2003-01-22 12:45:00
0.0,14.66805,14.66805,2.354526,2003-01-22 13:45:00
0.0,0.0,0.0,0.0,2003-01-22 14:45:00
0.0,0.0,0.0,0.0,2003-01-22 15:45:00
0.0,0.0,0.0,0.0,2003-01-22 16:45:00
0.0,0.0,0.0,0.0,2003-01-22 17:45:00
0.0,0.0,0.0,0.0,2003-01-22 18:45:00
0.0,0.0,0.0,0.0,2003-01-22 19:45:00
0.0,0.0,0.0,0.0,2003-01-22 20:45:00
0.0,0.0,0.0,0.0,2003-01-22 21:45:00
0.0,0.0,0.0,0.0,2003-01-22 22:45:00
0.0,0.0,0.0,0.0,2003-01-22 23:45:00
0.0,0.0,0.0,0.0,2003-01-23 00:45:00
0.0,0.0,0.0,0.0,2003-01-23 01:45:00
0.0,0.0,0.0,0.0,2003-01-23 02:45:00
0.0,0.0,0.0,0.0,2003-01-23 03:45:00
0.0,0.0,0.0,0.0,2003-01-23 04:45:00
0.0,0.0,0.0,0.0,2003-01-23 05:45:00
0.0,0.0,0.0,0.0,2003-01-23 06:45:00
0.0,0.0,0.0,0.0,2003-01-23 07:45:00
0.0,0.0,0.0,0.0,2003-01-23 08:45:00
0.0,0.0,0.0,0.0,2003-01-24 10:00:00
0.0,0.0,0.0,0.0,2003-01-24 11:00:00
0.0,0.0,0.0,0.0,2003-01-24 12:00:00
0.0,0.0,0.0,0.0,2003-01-24 13:00:00
0.0,0.0,0.0,0.0,2003-01-24 14:00:00
0.0,0.0,0.0,0.0,2003-01-24 15:00:00
0.0,0.0,0.0,0.0,2003-01-24 16:00:00
0.0,0.0,0.0,0.0,2003-01-24 17:00:00
0.0,0.0,0.0,0.0,2003-01-24 18:00:00
0.0,0.0,0.0,0.0,2003-01-24 19:00:00
0.0,0.0,0.0,0.0,2003-01-24 20:00:00
0.0,0.0,0.0,0.0,2003-01-24 21:00:00
0.0,0.0,0.0,0.0,2003-01-24 21:15:00
0.0,0.0,0.0,0.0,2003-01-24 22:15:00
0.0,0.0,0.0,0.0,2003-01-24 23:15:00
0.0,0.0,0.0,0.0,2003-01-25 00:15:00
0.0,0.0,0.0,0.0,2003-01-25 01:15:00
0.0,0.0,0.0,0.0,2003-01-25 02:15:00
0.0,0.0,0.0,0.0,2003-01-25 03:15:00
0.0,0.0,0.0,0.0,2003-01-25 04:15:00
0.0,0.0,0.0,0.0,2003-01-25 05:15:00
0.0,0.0,0.0,0.0,2003-01-25 06:15:00
0.0,0.0,0.0,0.0,2003-01-25 07:15:00
0.0,0.0,0.0,0.0,2003-01-25 08:15:00
0.0,0.0,0.0,0.0,2003-01-25 09:15:00
0.0,0.0,0.0,0.0,2003-01-25 10:15:00
0.0,0.0,0.0,0.0,2003-01-25 11:15:00
0.0,0.0,0.0,0.0,2003-01-25 12:15:00
0.0,0.0,0.0,0.0,2003-01-25 13:15:00
0.0,0.0,0.0,0.0,2003-01-25 14:15:00
0.0,0.0,0.0,0.0,2003-01-25 15:15:00
0.0,0.0,0.0,0.0,2003-01-25 16:15:00
0.0,0.0,0.0,0.0,2003-01-25 17:15:00
0.0,0.0,0.0,0.0,2003-01-25 18:15:00
0.0,0.0,0.0,0.0,2003-01-25 19:15:00
0.0,0.0,0.0,0.0,2003-01-25 20:15:00
0.0,0.0,0.0,0.0,2003-01-25 21:15:00
0.0,0.0,0.0,0.0,2003-01-25 22:15:00
0.0,0.0,0.0,0.0,2003-01-25 23:15:00
0.0,0.0,0.0,0.0,2003-01-26 00:15:00
0.0,0.0,0.0,0.0,2003-01-26 01:15:00
0.0,0.0,0.0,0.0,2003-01-26 02:15:00
0.0,0.0,0.0,0.0,2003-01-26 03:15:00
0.0,0.0,0.0,0.0,2003-01-26 04:15:00
0.0,0.0,0.0,0.0,2003-01-26 05:15:00
0.0,0.0,0.0,0.0,2003-01-26 06:15:00
0.0,0.0,0.0,0.0,2003-01-26 07:15:00
0.0,0.0,0.0,0.0,2003-01-26 08:15:00
0.0,0.0,0.0,0.0,2003-01-26 09:15:00
0.0,0.0,0.0,0.0,2003-01-26 10:15:00
0.0,0.0,0.0,0.0,2003-01-26 11:15:00
0.0,0.0,0.0,0.0,2003-01-26 12:15:00
0.0,0.0,0.0,0.0,2003-01-26 13:15:00
0.0,0.0,0.0,0.0,2003-01-26 14:15:00
0.0,0.0,0.0,0.0,2003-01-26 15:15:00
0.0,0.0,0.0,0.0,2003-01-26 16:15:00
0.0,0.0,0.0,0.0,2003-01-26 17:15:00
0.0,0.0,0.0,0.0,2003-01-26 18:15:00
0.0,0.0,0.0,0.0,2003-01-26 19:15:00
0.0,0.0,0.0,0.0,2003-01-26 20:15:00
0.0,0.0,0.0,0.0,2003-01-26 21:15:00
0.0,0.0,0.0,0.0,2003-01-26 22:15:00
0.0,0.0,0.0,0.0,2003-01-26 23:15:00
0.0,0.0,0.0,0.0,2003-01-27 06:00:00
0.0,0.0,0.0,0.0,2003-01-27 07:00:00
0.0,0.0,0.0,0.0,2003-01-27 08:00:00
0.0,0.0,0.0,0.0,2003-01-27 09:00:00
0.0,0.0,0.0,0.0,2003-01-27 10:00:00
0.0,0.0,0.0,0.0,2003-01-27 11:00:00
0.0,0.0,0.0,0.0,2003-01-27 12:00:00
0.0,0.0,0.0,0.0,2003-01-27 13:00:00
0.0,0.0,0.0,0.0,2003-01-27 14:00:00
0.0,0.0,0.0,0.0,2003-01-27 15:00:00
0.0,0.0,0.0,0.0,2003-01-27 16:00:00
0.0,0.0,0.0,0.0,2003-01-27 17:00:00
0.0,0.0,0.0,0.0,2003-01-27 18:00:00
0.0,0.0,0.0,0.0,2003-01-27 19:00:00
0.0,0.0,0.0,0.0,2003-01-27 20:00:00
